ID	start	stop	Strand	Length	PID	Gene	Synonym	COG	sanger_anot	Possible.DR.phage.PEPPE.	essential.	Annotation	Filter_criteria	Filter
2610422..2610836	2610422	2610836	I	NA	NA		IG2374_Rv2335-Rv2336							KEEP
2610837..2611805	2610837	2611805	+	322	15609473	-	Rv2336	COG1530J	 VI		nonessential	hypothetical protein		KEEP
2611806..2611868	2611806	2611868	I	NA	NA		IG2375_Rv2336-Rv2337c							KEEP
2611869..2612987	2611869	2612987	-	372	15609474	-	Rv2337c	-	 VI		nonessential	hypothetical protein		KEEP
2612988..2613106	2612988	2613106	I	NA	NA		IG2376_Rv2337c-Rv2338c							KEEP
2613107..2614063	2613107	2614063	-	318	15609475	moeW	Rv2338c	COG0476H	 I.G.4		essential	hypothetical protein		KEEP
2614064..2614692	2614064	2614692	I	NA	NA		IG2377_Rv2338c-Rv2339							KEEP
2614693..2617341	2614693	2617341	+	962	15609476	mmpL9	Rv2339	COG2409R	 II.C.4		nonessential	transmembrane transport protein MmpL9		KEEP
2617342..2617407	2617342	2617407	+	962	15609476	mmpL9	Rv2339	COG2409R	 II.C.4		nonessential	transmembrane transport protein MmpL9	Only Marin et al 2022	KEEP
2617408..2617581	2617408	2617581	+	962	15609476	mmpL9	Rv2339	COG2409R	 II.C.4		nonessential	transmembrane transport protein MmpL9		KEEP
2617582..2617666	2617582	2617666	I	NA	NA		IG2378_Rv2339-Rv2340c							KEEP
2617667..2618908	2617667	2618908	-	413	57116973	PE_PGRS39	Rv2340c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
2618909..2619596	2618909	2619596	I	NA	NA		IG2379_Rv2340c-Rv2341							KEEP
2619597..2620016	2619597	2620016	+	139	15609478	lppQ	Rv2341	-	 II.C.1		nonessential	lipoprotein LppQ		KEEP
2620017..2620271	2620017	2620271	I	NA	NA		IG2380_Rv2341-Rv2342							KEEP
2620272..2620529	2620272	2620529	+	85	15609479	-	Rv2342	-	 V		nonessential	hypothetical protein		KEEP
2620530..2620532	2620530	2620532	I	NA	NA		IG2381_Rv2342-Rv2343c							KEEP
2620533..2622452	2620533	2622452	-	639	15609480	dnaG	Rv2343c	COG0358L	 II.A.5		essential	DNA primase		KEEP
2622453..2622456	2622453	2622456	I	NA	NA		IG2382_Rv2343c-Rv2344c							KEEP
2622457..2623752	2622457	2623752	-	431	15609481	dgt	Rv2344c	COG0232F	 I.F.5		nonessential	deoxyguanosinetriphosphate triphosphohydrolase-like protein		KEEP
2623753..2623820	2623753	2623820	I	NA	NA		IG2383_Rv2344c-Rv2345							KEEP
2623821..2625803	2623821	2625803	+	660	15609482	-	Rv2345	-	 II.C.2		nonessential	transmembrane protein		KEEP
2625804..2625881	2625804	2625881	I	NA	NA		IG2384_Rv2345-Rv2346c							KEEP
2625882..2625887	2625882	2625887	I	NA	NA		IG2384_Rv2345-Rv2346c						Only Marin et al 2022	KEEP
2625888..2626172	2625888	2626172	-	94	15609483	esxO	Rv2346c	-	 VI		nonessential	putative ESAT-6 like protein ESXO (ESAT-6 like protein 6)	Marin et al 2022 + homoplasy analysis	DISCARD
2626173..2626222	2626173	2626222	I	NA	NA		IG2385_Rv2346c-Rv2347c						Marin et al 2022 + homoplasy analysis	DISCARD
2626223..2626519	2626223	2626519	-	98	15609484	esxP	Rv2347c	-	 VI		nonessential	putative ESAT-6 like protein ESXP (ESAT-6 like protein 7)	Marin et al 2022 + homoplasy analysis	DISCARD
2626520..2626653	2626520	2626653	I	NA	NA		IG2386_Rv2347c-Rv2348c						Only Marin et al 2022	KEEP
2626654..2626688	2626654	2626688	-	108	15609485	-	Rv2348c	-	 VI		nonessential	hypothetical protein	Marin et al 2022 + homoplasy analysis	DISCARD
2626689..2626980	2626689	2626980	-	108	15609485	-	Rv2348c	-	 VI		nonessential	hypothetical protein		KEEP
2626981..2627171	2626981	2627171	I	NA	NA		IG2387_Rv2348c-Rv2349c							KEEP
2627172..2627502	2627172	2627502	-	508	15609486	plcC	Rv2349c	COG3511M	 II.B.5		nonessential	phospholipase C 3 PLCC		KEEP
2627503..2627556	2627503	2627556	-	508	15609486	plcC	Rv2349c	COG3511M	 II.B.5		nonessential	phospholipase C 3 PLCC	Only Marin et al 2022	KEEP
2627557..2628698	2627557	2628698	-	508	15609486	plcC	Rv2349c	COG3511M	 II.B.5		nonessential	phospholipase C 3 PLCC		KEEP
2628699..2628780	2628699	2628780	I	NA	NA		IG2388_Rv2349c-Rv2350c							KEEP
2628781..2629273	2628781	2629273	-	512	15609487	plcB	Rv2350c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2629274..2629354	2629274	2629354	-	512	15609487	plcB	Rv2350c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Only Marin et al 2022	KEEP
2629355..2629592	2629355	2629592	-	512	15609487	plcB	Rv2350c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2629593..2629672	2629593	2629672	-	512	15609487	plcB	Rv2350c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Only Marin et al 2022	KEEP
2629673..2630143	2629673	2630143	-	512	15609487	plcB	Rv2350c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2630144..2630239	2630144	2630239	-	512	15609487	plcB	Rv2350c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Marin et al 2022 + homoplasy analysis	DISCARD
2630240..2630319	2630240	2630319	-	512	15609487	plcB	Rv2350c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2630320..2630536	2630320	2630536	I	NA	NA		IG2389_Rv2350c-Rv2351c							KEEP
2630537..2630867	2630537	2630867	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2630868..2630926	2630868	2630926	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Only Marin et al 2022	KEEP
2630927..2631041	2630927	2631041	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2631042..2631119	2631042	2631119	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Only Marin et al 2022	KEEP
2631120..2631357	2631120	2631357	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2631358..2631437	2631358	2631437	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Only Marin et al 2022	KEEP
2631438..2631597	2631438	2631597	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2631598..2631599	2631598	2631599	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Marin et al 2022 + homoplasy analysis	DISCARD
2631600..2631618	2631600	2631618	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2631619..2631620	2631619	2631620	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Marin et al 2022 + homoplasy analysis	DISCARD
2631621..2631899	2631621	2631899	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2631900..2631995	2631900	2631995	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C	Only Marin et al 2022	KEEP
2631996..2632075	2631996	2632075	-	512	15609488	plcA	Rv2351c	COG3511M	 II.B.5		nonessential	membrane-associated phospholipase C		KEEP
2632076..2632922	2632076	2632922	I	NA	NA		IG2390_Rv2351c-Rv2352c							KEEP
2632923..2634098	2632923	2634098	-	391	57116974	PPE38	Rv2352c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
2634099..2634527	2634099	2634527	I	NA	NA		IG2391_Rv2352c-Rv2353c			repeat			Annotation + Marin et al 2022	DISCARD
2634528..2635592	2634528	2635592	-	354	57116975	PPE39	Rv2353c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
2635593..2635627	2635593	2635627	I	NA	NA		IG2392_Rv2353c-Rv2354			repeat			Annotation + Marin et al 2022	DISCARD
2635628..2635954	2635628	2635954	+	108	15609491	-	Rv2354	COG2963L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
2635951..2636889	2635951	2636889	+	312	15609492	-	Rv2355	COG2801L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
2636890..2637037	2636890	2637037	I	NA	NA		IG2394_Rv2355-Rv2356c			repeat			Annotation + Marin et al 2022	DISCARD
2637038..2637254	2637038	2637254	I	NA	NA		IG2394_Rv2355-Rv2356c			repeat				KEEP
2637255..2637534	2637255	2637534	I	NA	NA		IG2394_Rv2355-Rv2356c			repeat			Annotation + Marin et al 2022	DISCARD
2637535..2637687	2637535	2637687	I	NA	NA		IG2394_Rv2355-Rv2356c			repeat				KEEP
2637688..2638348	2637688	2638348	-	615	57116976	PPE40	Rv2356c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
2638349..2638560	2638349	2638560	-	615	57116976	PPE40	Rv2356c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
2638561..2638984	2638561	2638984	-	615	57116976	PPE40	Rv2356c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
2638985..2639535	2638985	2639535	-	615	57116976	PPE40	Rv2356c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
2639536..2639622	2639536	2639622	I	NA	NA		IG2395_Rv2356c-Rv2357c						Annotation + Marin et al 2022	DISCARD
2639623..2639672	2639623	2639672	I	NA	NA		IG2395_Rv2356c-Rv2357c							KEEP
2639673..2641064	2639673	2641064	-	463	15609494	glyS	Rv2357c	COG0423J	 II.A.3		essential	glycyl-tRNA synthetase		KEEP
2641065..2641245	2641065	2641245	I	NA	NA		IG2396_Rv2357c-Rv2358							KEEP
2641246..2641653	2641246	2641653	+	135	15609495	-	Rv2358	COG0640K	 I.J.1		nonessential	ArsR family transcriptional regulator		KEEP
2641650..2642042	2641650	2642042	+	130	15609496	furB	Rv2359	COG0735P	 I.J.1		essential	ferric uptake regulation protein FURB		KEEP
2642043..2642149	2642043	2642149	I	NA	NA		IG2398_Rv2359-Rv2360c							KEEP
2642150..2642578	2642150	2642578	-	142	15609497	-	Rv2360c	-	 VI		nonessential	hypothetical protein		KEEP
2642578..2643468	2642578	2643468	-	296	15609498	-	Rv2361c	COG0020I	 VII		essential	long (C50) chain Z-isoprenyl diphosphate synthase (Z-decaprenyl diphosphate synthase)		KEEP
2643461..2644258	2643461	2644258	-	265	15609499	recO	Rv2362c	COG1381L	 V		nonessential	DNA repair protein RecO		KEEP
2644259..2644319	2644259	2644319	I	NA	NA		IG2401_Rv2362c-Rv2363							KEEP
2644320..2645774	2644320	2645774	+	484	15609500	amiA2	Rv2363	COG0154J	 IV.I		nonessential	amidase		KEEP
2645771..2646673	2645771	2646673	-	300	57116977	era	Rv2364c	COG1159R	 I.F.5		essential	GTP-binding protein Era		KEEP
2646674..2646746	2646674	2646746	I	NA	NA		IG2403_Rv2364c-Rv2365c							KEEP
2646747..2647088	2646747	2647088	-	113	15609502	-	Rv2365c	-	 V		essential	hypothetical protein		KEEP
2647060..2648367	2647060	2648367	-	435	15609503	-	Rv2366c	COG1253R	 II.C.5		nonessential	transmembrane protein		KEEP
2648364..2648912	2648364	2648912	-	182	15609504	-	Rv2367c	COG0319R	 VII		nonessential	putative metalloprotease		KEEP
2648913..2648915	2648913	2648915	I	NA	NA		IG2406_Rv2367c-Rv2368c							KEEP
2648916..2649974	2648916	2649974	-	352	57116978	phoH1	Rv2368c	COG1702T	 I.A.4		nonessential	phosphate starvation-inducible protein PsiH		KEEP
2649946..2650248	2649946	2650248	-	100	15609506	-	Rv2369c	-	 VI		nonessential	hypothetical protein		KEEP
2650245..2651434	2650245	2651434	-	437	15609507	-	Rv2370c	-	 V		nonessential	hypothetical protein		KEEP
2651435..2651440	2651435	2651440	-	437	15609507	-	Rv2370c	-	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
2651441..2651444	2651441	2651444	-	437	15609507	-	Rv2370c	-	 V		nonessential	hypothetical protein		KEEP
2651445..2651447	2651445	2651447	-	437	15609507	-	Rv2370c	-	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
2651448..2651558	2651448	2651558	-	437	15609507	-	Rv2370c	-	 V		nonessential	hypothetical protein		KEEP
2651559..2651752	2651559	2651752	I	NA	NA		IG2409_Rv2370c-Rv2371							KEEP
2651753..2651842	2651753	2651842	+	61	57116979	PE_PGRS40	Rv2371	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
2651843..2651910	2651843	2651910	+	61	57116979	PE_PGRS40	Rv2371	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
2651911..2651938	2651911	2651938	+	61	57116979	PE_PGRS40	Rv2371	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
2651939..2652036	2651939	2652036	I	NA	NA		IG2410_Rv2371-Rv2372c							KEEP
2652037..2652825	2652037	2652825	-	262	15609509	-	Rv2372c	COG1385S	 V		nonessential	hypothetical protein		KEEP
2652826..2652838	2652826	2652838	I	NA	NA		IG2411_Rv2372c-Rv2373c							KEEP
2652839..2653987	2652839	2653987	-	382	15609510	dnaJ2	Rv2373c	COG0484O	 III.B		essential	chaperone protein DnaJ2		KEEP
2653988..2654061	2653988	2654061	I	NA	NA		IG2412_Rv2373c-Rv2374c							KEEP
2654062..2655093	2654062	2655093	-	343	15609511	hrcA	Rv2374c	COG1420K	 III.B		essential	heat-inducible transcription repressor		KEEP
2655094..2655264	2655094	2655264	I	NA	NA		IG2413_Rv2374c-Rv2375							KEEP
2655265..2655582	2655265	2655582	+	105	15609512	-	Rv2375	-	 V		nonessential	hypothetical protein		KEEP
2655583..2655608	2655583	2655608	I	NA	NA		IG2414_Rv2375-Rv2376c							KEEP
2655609..2656115	2655609	2656115	-	168	15609513	cfp2	Rv2376c	-	 VII		nonessential	low molecular weight antigen CFP2 (low molecular weight protein antigen 2) (CFP-2)		KEEP
2656116..2656214	2656116	2656214	I	NA	NA		IG2415_Rv2376c-Rv2377c							KEEP
2656215..2656430	2656215	2656430	-	71	15609514	mbtH	Rv2377c	COG3251S	 I.I		nonessential	putative protein MbtH		KEEP
2656408..2657703	2656408	2657703	-	431	15609515	mbtG	Rv2378c	COG3486Q	 I.I		essential	lysine-N-oxygenase MBTG (L-lysine 6-monooxygenase) (lysine N6-hydroxylase)		KEEP
2657700..2662085	2657700	2662085	-	1461	15609516	mbtF	Rv2379c	COG1020Q	 I.I		nonessential	peptide synthetase MBTF (peptide synthase)		KEEP
2662067..2667115	2662067	2667115	-	1682	15609517	mbtE	Rv2380c	COG1020Q	 I.I		nonessential	peptide synthetase MBTE (peptide synthase)		KEEP
2667116..2667254	2667116	2667254	I	NA	NA		IG2419_Rv2380c-Rv2381c							KEEP
2667255..2670269	2667255	2670269	-	1004	15609518	mbtD	Rv2381c	COG3321Q	 I.I		nonessential	polyketide synthetase MBTD (polyketide synthase)		KEEP
2670269..2671603	2670269	2671603	-	444	15609519	mbtC	Rv2382c	COG3321Q	 I.I		essential	polyketide synthetase MBTC (polyketide synthase)		KEEP
2671593..2675837	2671593	2675837	-	1414	15609520	mbtB	Rv2383c	COG1020Q,COG3208Q	 I.I		nonessential	phenyloxazoline synthase MBTB (phenyloxazoline synthetase)		KEEP
2675838..2675935	2675838	2675935	I	NA	NA		IG2422_Rv2383c-Rv2384							KEEP
2675936..2677633	2675936	2677633	+	565	15609521	mbtA	Rv2384	COG1021Q	 I.I		nonessential	bifunctional salicyl-AMP ligase/salicyl-S-arcp synthetase		KEEP
2677634..2677728	2677634	2677728	I	NA	NA		IG2423_Rv2384-Rv2385							KEEP
2677729..2678649	2677729	2678649	+	306	57116980	mbtJ	Rv2385	COG0657I	 II.B.5		nonessential	putative acetyl hydrolase MBTJ		KEEP
2678650..2678652	2678650	2678652	I	NA	NA		IG2424_Rv2385-Rv2386c							KEEP
2678653..2680005	2678653	2680005	-	450	57116981	mbtI	Rv2386c	COG0147EH	 I.D.4		essential	salicylate synthase MbtI		KEEP
2680006..2680764	2680006	2680764	I	NA	NA		IG2425_Rv2386c-Rv2387							KEEP
2680765..2682018	2680765	2682018	+	417	15609524	-	Rv2387	COG3329R	 V		essential	hypothetical protein		KEEP
2682015..2683142	2682015	2683142	-	375	15609525	hemN	Rv2388c	COG0635H	 I.G.12		essential	coproporphyrinogen III oxidase		KEEP
2683143..2683247	2683143	2683247	I	NA	NA		IG2427_Rv2388c-Rv2389c							KEEP
2683248..2683500	2683248	2683500	-	154	15609526	rpfD	Rv2389c	-	 VII		nonessential	resuscitation-promoting factor RpfD		KEEP
2683501..2683554	2683501	2683554	-	154	15609526	rpfD	Rv2389c	-	 VII		nonessential	resuscitation-promoting factor RpfD	Only Marin et al 2022	KEEP
2683555..2683712	2683555	2683712	-	154	15609526	rpfD	Rv2389c	-	 VII		nonessential	resuscitation-promoting factor RpfD		KEEP
2683709..2684266	2683709	2684266	-	185	15609527	-	Rv2390c	-	 V		nonessential	hypothetical protein		KEEP
2684267..2684678	2684267	2684678	I	NA	NA		IG2429_Rv2390c-Rv2391							KEEP
2684679..2686370	2684679	2686370	+	563	15609528	nirA	Rv2391	COG0155P	 I.B.6b		essential	ferredoxin-dependent nitrite reductase NIRA		KEEP
2686367..2687128	2686367	2687128	+	254	15609529	cysH	Rv2392	COG0175EH	 I.B.6b		essential	phosphoadenosine phosphosulfate reductase		KEEP
2687129..2687131	2687129	2687131	+	254	15609529	cysH	Rv2392	COG0175EH	 I.B.6b		essential	phosphoadenosine phosphosulfate reductase	Only Marin et al 2022	KEEP
2687128..2687128	2687128	2687128	+	281	15609530	-	Rv2393	COG2138S	 V		nonessential	hypothetical protein		KEEP
2687129..2687257	2687129	2687257	+	281	15609530	-	Rv2393	COG2138S	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
2687258..2687973	2687258	2687973	+	281	15609530	-	Rv2393	COG2138S	 V		nonessential	hypothetical protein		KEEP
2687974..2688009	2687974	2688009	I	NA	NA		IG2432_Rv2393-Rv2394							KEEP
2688010..2689941	2688010	2689941	+	643	15609531	ggtB	Rv2394	COG0405E	 I.G.10		nonessential	gamma-glutamyltranspeptidase precursor GgtB		KEEP
2689942..2690071	2689942	2690071	I	NA	NA		IG2433_Rv2394-Rv2395							KEEP
2690072..2692075	2690072	2692075	+	667	15609532	-	Rv2395	COG1297S	 II.C.5		nonessential	integral membrane protein		KEEP
2692076..2692798	2692076	2692798	I	NA	NA		IG2434_Rv2395-Rv2396							KEEP
2692799..2693238	2692799	2693238	+	361	57116982	PE_PGRS41	Rv2396	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
2693239..2693589	2693239	2693589	+	361	57116982	PE_PGRS41	Rv2396	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
2693590..2693608	2693590	2693608	+	361	57116982	PE_PGRS41	Rv2396	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
2693609..2693854	2693609	2693854	+	361	57116982	PE_PGRS41	Rv2396	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
2693855..2693884	2693855	2693884	+	361	57116982	PE_PGRS41	Rv2396	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
2693885..2693908	2693885	2693908	I	NA	NA		IG2435_Rv2396-Rv2397c							KEEP
2693909..2694964	2693909	2694964	-	351	57116983	cysA1	Rv2397c	COG1118P	 III.A.4		essential	sulfate-transport ATP-binding protein ABC transporter CysA1		KEEP
2694965..2694980	2694965	2694980	I	NA	NA		IG2436_Rv2397c-Rv2398c							KEEP
2694981..2695799	2694981	2695799	-	272	15609535	cysW	Rv2398c	COG4208P	 III.A.4		essential	sulfate-transport integral membrane protein ABC transporter CysW		KEEP
2695796..2696647	2695796	2696647	-	283	15609536	cysT	Rv2399c	COG0555O	 III.A.4		essential	sulfate-transport integral membrane protein ABC transporter CysT		KEEP
2696644..2697714	2696644	2697714	-	356	15609537	subI	Rv2400c	COG1613P	 III.A.4		essential	sulfate-binding lipoprotein		KEEP
2697715..2697727	2697715	2697727	I	NA	NA		IG2439_Rv2400c-Rv2401							KEEP
2697728..2698057	2697728	2698057	+	109	57116984	-	Rv2401	-	 VI		nonessential	hypothetical protein		KEEP
2698042..2698245	2698042	2698245	-	67	57116985	-	Rv2401A	-	 II.C.5		nonessential	hypothetical protein		KEEP
2698246..2698528	2698246	2698528	I	NA	NA		IG2441_Rv2401A-Rv2402							KEEP
2698529..2700457	2698529	2700457	+	642	15609539	-	Rv2402	COG3387G	 V		nonessential	hypothetical protein		KEEP
2700458..2700465	2700458	2700465	I	NA	NA		IG2442_Rv2402-Rv2403c							KEEP
2700466..2700531	2700466	2700531	I	NA	NA		IG2442_Rv2402-Rv2403c						Only Marin et al 2022	KEEP
2700532..2700534	2700532	2700534	I	NA	NA		IG2442_Rv2402-Rv2403c							KEEP
2700535..2701290	2700535	2701290	-	251	15609540	lppR	Rv2403c	-	 II.C.1		nonessential	lipoprotein LppR		KEEP
2701287..2703248	2701287	2703248	-	653	15609541	lepA	Rv2404c	COG0481M	 I.F.5		nonessential	GTP-binding protein LepA		KEEP
2703249..2703268	2703249	2703268	I	NA	NA		IG2444_Rv2404c-Rv2405							KEEP
2703269..2703838	2703269	2703838	+	189	15609542	-	Rv2405	-	 V		nonessential	hypothetical protein		KEEP
2703839..2703890	2703839	2703890	I	NA	NA		IG2445_Rv2405-Rv2406c							KEEP
2703891..2704008	2703891	2704008	I	NA	NA		IG2445_Rv2405-Rv2406c						Only Marin et al 2022	KEEP
2704009..2704019	2704009	2704019	-	142	15609543	-	Rv2406c	COG0517R	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
2704020..2704437	2704020	2704437	-	142	15609543	-	Rv2406c	COG0517R	 V		nonessential	hypothetical protein		KEEP
2704438..2704696	2704438	2704696	I	NA	NA		IG2446_Rv2406c-Rv2407							KEEP
2704697..2704884	2704697	2704884	+	273	15609544	-	Rv2407	COG1234R	 VI		nonessential	ribonuclease Z		KEEP
2704885..2704886	2704885	2704886	+	273	15609544	-	Rv2407	COG1234R	 VI		nonessential	ribonuclease Z	Only Marin et al 2022	KEEP
2704887..2705518	2704887	2705518	+	273	15609544	-	Rv2407	COG1234R	 VI		nonessential	ribonuclease Z		KEEP
2705519..2706016	2705519	2706016	I	NA	NA		IG2447_Rv2407-Rv2408							KEEP
2706017..2706736	2706017	2706736	+	239	57116986	PE24	Rv2408	-	 VI	PE/PPE/PGRS	nonessential	PE family protein		KEEP
2706494..2707333	2706494	2707333	-	279	15609546	-	Rv2409c	COG1305E	 V		nonessential	hypothetical protein		KEEP
2707333..2708310	2707333	2708310	-	325	15609547	-	Rv2410c	COG2307S	 V		nonessential	hypothetical protein		KEEP
2708310..2709965	2708310	2709965	-	551	15609548	-	Rv2411c	COG2308S	 V		nonessential	hypothetical protein		KEEP
2709966..2710074	2709966	2710074	I	NA	NA		IG2451_Rv2411c-Rv2412							KEEP
2710075..2710335	2710075	2710335	+	86	15609549	rpsT	Rv2412	COG0268J	 II.A.1		essential	30S ribosomal protein S20		KEEP
2710336..2710350	2710336	2710350	I	NA	NA		IG2452_Rv2412-Rv2413c							KEEP
2710351..2711301	2710351	2711301	-	316	15609550	-	Rv2413c	COG1466L	 V		nonessential	hypothetical protein		KEEP
2711302..2711331	2711302	2711331	I	NA	NA		IG2453_Rv2413c-Rv2414c							KEEP
2711332..2712876	2711332	2712876	-	514	15609551	-	Rv2414c	COG0658R	 V		nonessential	hypothetical protein		KEEP
2712877..2712890	2712877	2712890	I	NA	NA		IG2454_Rv2414c-Rv2415c							KEEP
2712891..2713784	2712891	2713784	-	297	15609552	-	Rv2415c	COG1555L	 V		nonessential	hypothetical protein		KEEP
2713785..2714123	2713785	2714123	I	NA	NA		IG2455_Rv2415c-Rv2416c							KEEP
2714124..2715332	2714124	2715332	-	402	57116987	eis	Rv2416c	COG4552R	 VII		nonessential	hypothetical protein		KEEP
2715333..2715471	2715333	2715471	I	NA	NA		IG2456_Rv2416c-Rv2417c							KEEP
2715472..2716307	2715472	2716307	-	280	15609554	-	Rv2417c	COG1307S	 V		nonessential	hypothetical protein		KEEP
2716308..2716314	2716308	2716314	-	280	15609554	-	Rv2417c	COG1307S	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
2716315..2716392	2716315	2716392	I	NA	NA		IG2457_Rv2417c-Rv2418c						Only Marin et al 2022	KEEP
2716393..2716394	2716393	2716394	I	NA	NA		IG2457_Rv2417c-Rv2418c							KEEP
2716395..2717138	2716395	2717138	-	247	15609555	-	Rv2418c	-	 VI		essential	hypothetical protein		KEEP
2717128..2717799	2717128	2717799	-	223	15609556	-	Rv2419c	COG0406G	 I.B.1		nonessential	phosphoglycerate mutase (phosphoglyceromutase)		KEEP
2717796..2718176	2717796	2718176	-	126	15609557	-	Rv2420c	COG0799S	 V		nonessential	hypothetical protein		KEEP
2718173..2718808	2718173	2718808	-	211	15609558	nadD	Rv2421c	COG1057H	 IV.H		essential	nicotinic acid mononucleotide adenylyltransferase		KEEP
2718809..2719082	2718809	2719082	I	NA	NA		IG2461_Rv2421c-Rv2422							KEEP
2719083..2719355	2719083	2719355	+	90	15609559	-	Rv2422	-	 VI		nonessential	hypothetical protein		KEEP
2719356..2719596	2719356	2719596	I	NA	NA		IG2462_Rv2422-Rv2423							KEEP
2719597..2720643	2719597	2720643	+	348	15609560	-	Rv2423	COG0500QR	 VI		nonessential	hypothetical protein		KEEP
2720644..2720670	2720644	2720670	I	NA	NA		IG2463_Rv2423-Rv2424c							KEEP
2720671..2720775	2720671	2720775	I	NA	NA		IG2463_Rv2423-Rv2424c						Annotation + Marin et al 2022	DISCARD
2720776..2721448	2720776	2721448	-	333	15609561	-	Rv2424c	COG3547L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
2721449..2721777	2721449	2721777	-	333	15609561	-	Rv2424c	COG3547L	 IV.B.1	phage	nonessential	transposase		KEEP
2721778..2721811	2721778	2721811	I	NA	NA		IG2464_Rv2424c-Rv2425c							KEEP
2721812..2721865	2721812	2721865	I	NA	NA		IG2464_Rv2424c-Rv2425c						Annotation + Marin et al 2022	DISCARD
2721866..2721867	2721866	2721867	-	480	15609562	-	Rv2425c	COG3552R	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
2721868..2723308	2721868	2723308	-	480	15609562	-	Rv2425c	COG3552R	 V		nonessential	hypothetical protein		KEEP
2723308..2724183	2723308	2724183	-	291	15609563	-	Rv2426c	COG0714R	 V		nonessential	hypothetical protein		KEEP
2724184..2724200	2724184	2724200	I	NA	NA		IG2466_Rv2426c-Rv2427c							KEEP
2724201..2724221	2724201	2724221	I	NA	NA		IG2466_Rv2426c-Rv2427c						Only Marin et al 2022	KEEP
2724222..2724229	2724222	2724229	I	NA	NA		IG2466_Rv2426c-Rv2427c							KEEP
